Price;Location;Spare;Length;Width;Direction;Amenities
565 triệu; Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 1,055 m²; --; --; --;0
1.14 tỷ; Xã Đức Hòa Đông, Huyện Đức Hòa, Long An; 90 m²; 18 m; 5 m; --;1
280 triệu; Đường TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 120 m²; 20 m; 5 m; Bắc;1
600 triệu; QL14C, Xã Lộc Thiện, Huyện Lộc Ninh, Bình Phước; 1,000 m²; 100 m; 10 m; --;1
3.5 tỷ; Đường Tỉnh Lộ 2, Xã Khánh Phú, Huyện Khánh Vĩnh, Khánh Hòa; 2,330 m²; 45 m; 21 m; --;0
740 triệu; Xã Long Hòa, Huyện Cần Đước, Long An; 90 m²; --; --; --;1
380 triệu; Đường ĐT 741, Xã Tân Lợi, Huyện Đồng Phú, Bình Phước; 1,000 m²; --; --; --;0
500 triệu; Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 56 m²; 14 m; 4 m; T.Bắc;1
1.45 tỷ; Đường Long Tân-Láng Dài Phước Long Thọ, Đất Đỏ, Bà Rịa Vũng Tàu; 1,000 m²; 50 m; 20 m; --;0
2.3 tỷ; Đường Quốc Lộ 55B Tân Nghĩa, Hàm Tân, Bình Thuận; 1,448 m²; 80 m; 22 m; --;0
1 tỷ; 774 Trần Hưng Đạo, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam; 80 m²; 10 m; 8 m; Nam;1
690 triệu; Đường 826, Xã Long Trạch, Huyện Cần Đước, Long An; 94.50 m²; --; --; --;1
300 triệu; Xã Hưng Phước, Huyện Bù Đốp, Bình Phước; 250 m²; 5 m; 50 m; Đông;1
800 triệu; Đường Liên Xã Hưng Quang Bình, Xã Ninh Quang, Thị xã Ninh Hòa, Khánh Hòa; 207 m²; 28 m; 7.5 m; Bắc;1
499 triệu; Đường ĐT 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 205 m²; 5 m; 41 m; --;1
920 triệu; Quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 180 m²; 20 m; 9 m; --;1
550 triệu; Đường 753, Xã Tân Hưng, Huyện Đồng Phú, Bình Phước; 1,000 m²; 65 m; 15 m; Đ.Bắc;1
480 triệu; Xã Bến Củi, Huyện Dương Minh Châu, Tây Ninh; 140 m²; 28 m; 5 m; --;0
2.1 tỷ; Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh; 80 m²; 16 m; 5 m; --;0
700 triệu; Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai; 1,350 m²; 35 m; 38 m; Đ.Nam;0
1.98 tỷ; Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận; 11,656 m²; --; --; Đông;1
690 triệu; Thị trấn Cần Đước, Huyện Cần Đước, Long An; 135 m²; --; --; --;1
580 triệu; Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh; 125 m²; 25 m; 5 m; --;0
334 triệu; Thị trấn Lộc Ninh, Huyện Lộc Ninh, Bình Phước; 995 m²; 50 m; 19.99 m; --;1
700 triệu; Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 200 m²; 20 m; 10 m; --;1
750 triệu; Đường ĐT 715, Xã Hàm Đức, Huyện Hàm Thuận Bắc, Bình Thuận; 1,000 m²; --; --; --;0
540 triệu; Xã La Ngà, Huyện Định Quán, Đồng Nai; 1,001 m²; 40 m; 25 m; --;1
890 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
860 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
960 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; --; --; --;0
4.6 tỷ; Đường Nguyễn Hoàng, Phường An Phú, TP Thủ Đức, TPHCM; 100 m²; 20 m; 5 m; --;0
1 tỷ; Đường DH509, Xã Tân Hiệp, Huyện Phú Giáo, Bình Dương; 1,000 m²; --; --; --;0
340 triệu; Đường 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 105 m²; 21 m; 5 m; --;1
600 triệu; Hoàng Diệu, Xã Điện Phong, Thị xã Điện Bàn, Quảng Nam; 106 m²; 22 m; 5 m; --;1
1.05 tỷ; Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, TP. Hồ Chí Minh; 108 m²; 18 m; 6 m; --;1
790 triệu; Xã Tân Bửu, Huyện Bến Lức, Long An; 87 m²; --; --; --;0
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;0
4.6 tỷ; Đường Nguyễn Hoàng, An Phú, Thủ Đức, HCM; 100 m²; 20 m; 5 m; --;0
900 triệu; Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh; 90 m²; --; --; --;1
580 triệu; Đường Quốc Lộ 22, Thị trấn Bến Cầu, Huyện Bến Cầu, Tây Ninh; 450 m²; 15 m; 30 m; --;1
2.1 tỷ; Xã Đắk Ha, Huyện Đăk Glong, Đắk Nông; 10,000 m²; 300 m; 350 m; --;1
2.1 tỷ; Đường 322A, Xã Vĩnh Tân, Huyện Vĩnh Cửu, Đồng Nai; 10,000 m²; 500 m; 200 m; --;1
650 triệu; Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh; 90 m²; 15 m; 6 m; --;1
1.23 tỷ; Xã Ninh Xuân, Thị xã Ninh Hòa, Khánh Hòa; 404 m²; 33 m; 13 m; --;0
560 triệu; Đường Quốc Lộ 13, Xã Lộc Thiện, Huyện Lộc Ninh, Bình Phước; 216 m²; 40 m; 5 m; --;1
719 triệu; Đường Số 5, Xã Long Trạch, Huyện Cần Đước, Long An; 120 m²; 20 m; 6 m; --;1
23.6 tỷ; Đường số 1, Phường Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh; 300 m²; --; --; --;1
500 triệu; Xã Tân Lợi, Huyện Đồng Phú, Bình Phước; 268 m²; --; --; --;0
1.1 tỷ; Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương; 325 m²; 65 m; 4.99 m; Bắc;1
1.28 tỷ; Đường Trần Hưng Đạo, Phường Tiến Thành, TP. Đồng Xoài, Bình Phước; 150 m²; 25 m; 6 m; --;1
1.5 tỷ; Xã Chiềng Khoa, Huyện Vân Hồ, Sơn La; 5,100 m²; --; 100 m; --;0
650 triệu; QL14B, Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Quảng Nam; 120 m²; 20 m; 6 m; --;1
1.8 tỷ; Quốc lộ 1A, Xã Thanh Trạch, Huyện Bố Trạch, Quảng Bình; 163 m²; 7 m; 23 m; Đ.Nam;1
5.29 tỷ; An Phú Đông, Phường An Phú Đông, Quận 12, TP. Hồ Chí Minh; 151 m²; 31 m; 5 m; Đông;1
1 tỷ; Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai; 110 m²; --; --; --;1
681.5 triệu; Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận; 2,726 m²; --; --; Đông;1
629 triệu; Đường Hồ Chí Minh, Thị trấn Thạnh Mỹ, Huyện Nam Giang, Quảng Nam; 100 m²; --; 4.99 m; --;1
2 tỷ; Thị trấn Núi Thành, Huyện Núi Thành, Quảng Nam; 100 m²; 20 m; 5 m; Đông;1
3.18 tỷ; Đường Trung Nghĩa, Phường Hợp Đức, Quận Đồ Sơn, TP. Hải Phòng; 127 m²; --; --; Đ.Nam;1
1.6 tỷ; Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 125 m²; --; --; --;0
850 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 200 m²; 20 m; 10 m; --;0
1.8 tỷ; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 264 m²; 22 m; 12 m; Đ.Bắc;1
1.8 tỷ; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 264 m²; 22 m; 12 m; Đ.Bắc;1
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 80 m²; 16 m; 5 m; T.Nam;0
1.18 tỷ; Thế Lữ, Xã Tân Nhựt, Huyện Bình Chánh, TP. Hồ Chí Minh; 100 m²; --; --; --;1
2.3 tỷ; 4, Phường Xuân Lập, TP. Long Khánh, Đồng Nai; 260 m²; 33 m; 7.5 m; Tây;1
14.7 tỷ; Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, TP Hà Nội; 261 m²; 35 m; 8 m; --;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 70 m²; 14 m; 5 m; Đ.Bắc;0
1.2 tỷ; Đường 55, Xã Lộc Nam, Huyện Bảo Lâm, Lâm Đồng; 120 m²; 20 m; 5.98 m; --;1
500 triệu; Đường ĐT 784, Xã Truông Mít, Huyện Dương Minh Châu, Tây Ninh; 300 m²; 10 m; 30 m; --;0
1.96 tỷ; Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận; 11,656 m²; --; --; --;0
352 triệu; Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận; 1,260 m²; --; --; Tây;0
4 tỷ; Đường Đỗ Xuân Hợp, Phước Long B, Thủ Đức, HCM; 200 m²; 20 m; 10 m; --;0
540 tỷ; Xã La Ngà, Huyện Định Quán, Đồng Nai; 1,001 m²; 40 m; 25 m; --;1
850 triệu; Phường Tân Định, Thị xã Bến Cát, Bình Dương; 75 m²; 15 m; 5 m; --;0
14.8 tỷ; Đường Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, HN; 261 m²; 35 m; 8 m; --;0
780 triệu; Xã Trung Lập Thượng, Huyện Củ Chi, TP. Hồ Chí Minh; 150 m²; --; --; --;1
685 triệu; Đường DH704, Xã Minh Tân, Huyện Dầu Tiếng, Bình Dương; 1,143 m²; 127.99 m; 11 m; Tây;1
1.8 tỷ; Phạm Văn Sáng, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP. Hồ Chí Minh; 80 m²; 16 m; 5 m; --;0
1 tỷ; Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 213 m²; 22 m; 10 m; --;1
600 triệu; Đường 19/5, Xã Phước Đông, Huyện Cần Đước, Long An; 240 m²; 20 m; 12 m; --;1
1.3 tỷ; Đường Huỳnh Châu Sổ, Phường 6, TP. Tân An, Long An; 117 m²; 5.8 m; 20.3 m; --;1
1.35 tỷ; Xã Phú Hòa Đông, Huyện Củ Chi, TP. Hồ Chí Minh; 81 m²; 15 m; 5 m; T.Nam;0
1.34 tỷ; Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận; 5,458 m²; --; --; Đông;1
1.5 tỷ; Đường 160 Lã Xuân Oai, Phường Tăng Nhơn Phú A, TP. Thủ Đức, TP. Hồ Chí Minh; 50 m²; 10 m; 5 m; --;0
1.4 tỷ; Đường Đa Phúc, Xã Đông Xuân, Huyện Sóc Sơn, TP Hà Nội; 76 m²; 19 m; 4 m; --;0
390 triệu; Đường 1, Xã Hảo Đước, Huyện Châu Thành, Tây Ninh; 140 m²; 28 m; 5 m; --;0
4.2 tỷ; Đường Hồng Sơn, Xã Hồng Sơn, Huyện Hàm Thuận Bắc, Bình Thuận; 20,000 m²; 100 m; 200 m; Đ.Bắc;1
800 triệu; Basa, Xã Phước Hiệp, Huyện Củ Chi, TP. Hồ Chí Minh; 137 m²; --; --; --;0
3.4 tỷ; Đường Tỉnh lộ 826, Xã Phước Lý, Huyện Cần Giuộc, Long An; 100 m²; 20 m; 5 m; Nam;0
481 triệu; Xã Phan Hiệp, Huyện Bắc Bình, Bình Thuận; 1,460 m²; --; --; --;0
850 triệu; Xã Bình An, Huyện Bắc Bình, Bình Thuận; 4,252 m²; --; --; --;0
1.36 tỷ; Xã Bình An, Huyện Bắc Bình, Bình Thuận; 6,780 m²; --; --; --;0
410 triệu; Xã Hồng Sơn, Huyện Hàm Thuận Bắc, Bình Thuận; 1,140 m²; --; --; --;1
635 triệu; Thị trấn Cần Đước, Huyện Cần Đước, Long An; 90 m²; --; --; --;1
600 triệu; Xã Phan, Huyện Dương Minh Châu, Tây Ninh; 180 m²; --; --; --;0
1.2 tỷ; Đường 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 120 m²; 24 m; 5 m; --;0
580 triệu; Đường Tỉnh lộ 786, Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh; 150 m²; 30 m; 5 m; --;1
640 triệu; 14D, Phường Vĩnh Điện, Thị xã Điện Bàn, Quảng Nam; 120 m²; 20 m; 6 m; --;1
390 triệu; Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh; 163 m²; --; --; T.Bắc;1
1.65 tỷ; Xã Phú Hòa Đông, Huyện Củ Chi, TP. Hồ Chí Minh; 99 m²; --; --; --;1
890 triệu; Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh; 150 m²; 30 m; 5 m; --;1
600 triệu; DT610B, Xã Điện Phong, Thị xã Điện Bàn, Quảng Nam; 105 m²; 21 m; 5 m; --;1
660 triệu; Trịnh Quang Nghị, Phường 7, Quận 8, TP. Hồ Chí Minh; 80 m²; 20 m; 4 m; --;0
7.7 tỷ; Đường Dương Công Khi, Xuân Thới Thượng, Hóc Môn, HCM; 200 m²; 40 m; 5 m; --;0
300 triệu; Phường Hưng Long, Thị xã Chơn Thành, Bình Phước; 5,600 m²; 90 m; 59.99 m; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;0
570 triệu; Xóm Mía, Xã Phước Trạch, Huyện Gò Dầu, Tây Ninh; 110 m²; 22 m; 5 m; --;1
880 triệu; Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
940 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;1
550 triệu; Đường Tỉnh lộ 8, Xã Ninh Xuân, Thị xã Ninh Hòa, Khánh Hòa; 1,387 m²; 60 m; 13 m; --;0
630 triệu; Đường 782, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh; 150 m²; 30 m; 5 m; --;0
540 triệu; Đường 14, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương; 70 m²; --; --; --;0
1.95 tỷ; Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương; 150 m²; 30 m; 5 m; --;0
2.04 tỷ; Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương; 150 m²; 30 m; 5 m; --;1
650 triệu; Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Quảng Nam; 120 m²; 20 m; 6 m; Đông;0
1 tỷ; Đường 27, Ka Đơn, Đơn Dương, tỉnh Lâm Đồng; 1,005 m²; 50 m; 20 m; --;0
8.47 tỷ; Đường Quốc lộ 1A, Xã Ninh An, Thị xã Ninh Hòa, Khánh Hòa; 1,598 m²; 79.99 m; 20 m; Đ.Nam;0
15 tỷ; Đường Bà Triệu, Tràng Tiền, Hoàn Kiếm, HN; 88 m²; 9.9 m; 9 m; --;0
2.4 tỷ; Trần Bình Trọng, Phường Quảng Hưng, TP. Thanh Hóa, Thanh Hóa; 93 m²; --; --; Nam;1
559 triệu; Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 300 m²; 50 m; 6 m; --;1
2.5 tỷ; Đường Quốc lộ 21, Thạch Hòa, Thạch Thất, HN; 280 m²; 50 m; 6 m; --;0
800 triệu; Đường Quốc lộ 27, Ka Đơn, Đơn Dương, Lâm Đồng; 500 m²; 35 m; 15 m; --;0
4.23 tỷ; Đường Tỉnh lộ 419, Tân Xã, Thạch Thất, HN; 146 m²; 29 m; 5 m; --;0
2.7 tỷ; Xã Tân Phong, Huyện Kiến Thụy, TP. Hải Phòng; 480 m²; --; --; Bắc;1
19.8 tỷ; Đường Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hòa, Đồng Nai; 264 m²; --; 12 m; --;0
9 tỷ; Đường Hồ Hòa, Phường Tân Phong, TP. Biên Hòa, Đồng Nai; 280 m²; --; 9 m; --;0
480 triệu; Xã Bến Củi, Huyện Dương Minh Châu, Tây Ninh; 140 m²; 28 m; 5 m; --;0
480 triệu; Phường Minh Thành, Thị xã Chơn Thành, Bình Phước; 1,000 m²; 50 m; 19.99 m; --;1
1.75 tỷ; Đường Phú Lãm Phú Lãm, Hà Đông, Hà Nội; 30 m²; 8.5 m; 3.4 m; --;0
11 tỷ; Đường Võ Văn Môn, Phường 4, TP. Tân An, Long An; 741 m²; 50 m; 15 m; T.Nam;1
3.9 tỷ; Phường An Phú Đông, Quận 12, TP. Hồ Chí Minh; 52 m²; --; --; --;0
5.2 tỷ; Đường Quốc Lộ 12B, Xã Ân Nghĩa, Huyện Lạc Sơn, Hòa Bình; 15,827 m²; --; --; --;0
999 triệu; Đường Quốc Lộ 35, Xã Hiền Ninh, Huyện Sóc Sơn, TP Hà Nội; 70 m²; 16 m; 5 m; --;0
21.12 tỷ; Đường 21, Xã Cư Yên, Huyện Lương Sơn, Hòa Bình; 6,600 m²; --; --; --;0
3.4 tỷ; Đường Quang Minh Quang Minh, Mê Linh, Hà Nội; 100 m²; 20 m; 5 m; --;0
800 triệu; Đường Quốc lộ 27 Ka Đơn, Đơn Dương, Lâm Đồng; 500 m²; 35 m; 15 m; --;0
5.58 tỷ; Đường Huỳnh Thúc Kháng, Phường Mũi Né, TP. Phan Thiết, Bình Thuận; 310 m²; --; --; --;1
1.6 tỷ; Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 125 m²; --; --; --;0
1.53 tỷ; Trung Lập, Xã Trung Lập Thượng, Huyện Củ Chi, TP. Hồ Chí Minh; 156 m²; 32 m; 4.99 m; --;1
990 triệu; Quốc lộ 1A, Xã Bình An, Huyện Thăng Bình, Quảng Nam; 110 m²; 20 m; 5.5 m; Đ.Nam;1
580 triệu; Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh; 125 m²; 25 m; 5 m; --;0
16 tỷ; Nguyễn Duy Trinh, Phường Phú Hữu, TP. Thủ Đức, TP. Hồ Chí Minh; 607 m²; --; --; --;0
880 triệu; Đường Quốc Lộ 35 Minh Phú, Sóc Sơn, Hà Nội; 75 m²; 15 m; 5 m; --;0
1.3 tỷ; Phường Tân Định, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
1.5 tỷ; Quốc lộ 55, Xã Lộc Nam, Huyện Bảo Lâm, Lâm Đồng; 150 m²; 25 m; 6 m; --;0
830 triệu; Đường Phạm Văn Đồng, Phường Anh Dũng, Quận Dương Kinh, TP Hải Phòng; 44 m²; 9 m; 5 m; --;0
1.95 tỷ; Đường Trần Bá Lương, Phường Hưng Đạo, Quận Dương Kinh, TP Hải Phòng; 87 m²; 18 m; 5 m; --;0
750 triệu; Xã Điện Tiến, Thị xã Điện Bàn, Quảng Nam; 100 m²; 20 m; 5 m; --;1
1.25 tỷ; Đường 277 Phù Khê, Từ Sơn, Bắc Ninh; 70 m²; 14 m; 5 m; --;0
3 tỷ; Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, TP. Hà Nội; 53 m²; 12 m; 8 m; T.Nam;1
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; Đ.Nam;1
1.2 tỷ; Đường Âu Cơ, Phường 1, TP Bảo Lộc, Lâm Đồng; 202 m²; 39.6 m; 5.1 m; --;0
600 triệu; Đường ql50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 120 m²; 20 m; 6 m; --;1
280 triệu; Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 130 m²; 25 m; 5 m; Nam;1
1.95 tỷ; Đường Trần Bá Lương, Phường Hưng Đạo, Quận Dương Kinh, TP Hải Phòng; 87 m²; 18 m; 5 m; --;0
550 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 40 m²; --; --; --;0
600 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 60 m²; --; --; --;0
880 triệu; Đường 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
1.28 tỷ; Xã Chà Là, Huyện Dương Minh Châu, Tây Ninh; 296 m²; --; --; --;1
2.16 tỷ; Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương; 150 m²; 30 m; 5 m; --;0
1.14 tỷ; Xã Phước Đông, Huyện Gò Dầu, Tây Ninh; 156 m²; 16 m; 9.99 m; --;0
1.39 tỷ; Xã Trường Tây, Huyện Hòa Thành, Tây Ninh; 197 m²; 20 m; 10 m; --;0
3.36 tỷ; Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh; 61 m²; --; --; --;1
2.16 tỷ; Đường NH7A, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 150 m²; 30 m; 5 m; --;1
179 triệu; Xã Tân Hưng, Huyện Hớn Quản, Bình Phước; 190 m²; 40 m; 5 m; --;1
3.5 tỷ; Quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 1,200 m²; --; --; --;1
658 triệu; Quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 152 m²; 19 m; 8 m; --;1
870 triệu; Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh; 100 m²; --; --; --;0
380 triệu; Liên Ấp 2-3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 40 m²; --; --; --;0
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; Đ.Bắc;1
1.65 tỷ; Xã Phú Hòa Đông, Huyện Củ Chi, TP. Hồ Chí Minh; 99 m²; --; --; --;0
2.3 tỷ; Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 40 m; 10 m; Đông;1
2.4 tỷ; Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 10 m; 40 m; Đông;1
2.5 tỷ; Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 21 m; 20 m; Bắc;1
2.5 tỷ; Đường 79A, Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 40 m; 9.99 m; Đông;1
2.5 tỷ; Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 40 m; 10 m; Đông;1
2.5 tỷ; Xã Long Phước, TP. Bà Rịa, Bà Rịa - Vũng Tàu; 400 m²; 10 m; 40 m; Đông;1
390 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 56 m²; 14 m; 4 m; Tây;1
680 triệu; Đường ĐT 781, Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh; 500 m²; 33 m; 15 m; --;1
520 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 40 m²; --; --; --;0
690 triệu; Hương lộ 80, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh; 72 m²; 18 m; 4 m; --;1
1.35 tỷ; Đường Quốc Lộ 26, Ninh Đa, Ninh Hòa, Khánh Hòa; 172 m²; 36 m; 5.1 m; --;0
560 triệu; Đường Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An; 90 m²; 18 m; 5 m; --;0
2.65 tỷ; Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, TP. Hà Nội; 65 m²; 16.25 m; 4 m; --;1
532 triệu; Xã Mỹ Lệ, Huyện Cần Đước, Long An; 90 m²; --; --; --;0
435 triệu; Xã Phước Đông, Huyện Cần Đước, Long An; 100 m²; --; --; --;1
2.2 tỷ; Phường Hòa Hiệp Bắc, Quận Liên Chiểu, TP. Đà Nẵng; 100 m²; 20 m; 5 m; Đông;1
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; Đ.Nam;1
300 triệu; Xã Phan, Huyện Dương Minh Châu, Tây Ninh; 200 m²; --; --; --;0
600 triệu; Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 120 m²; 24 m; 5 m; --;1
1.23 tỷ; Đường ĐT 158, Xã Y Tý, Huyện Bát Xát, Lào Cai; 378 m²; 17 m; --; --;0
7.7 tỷ; Xã Suối Cao, Huyện Xuân Lộc, Đồng Nai; 12,000 m²; 200 m; 60 m; --;1
1.8 tỷ; Phường Trảng Dài, TP. Biên Hòa, Đồng Nai; 171 m²; 19 m; 9 m; --;1
650 triệu; 14D, Thị trấn Thạnh Mỹ, Huyện Nam Giang, Quảng Nam; 120 m²; 20 m; 6 m; --;1
2.85 tỷ; Đường Thạnh Xuân 43, Thạnh Xuân, Quận 12, HCM; 100 m²; 20 m; 5 m; --;0
1.23 tỷ; Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận; 8,459 m²; --; --; Đông;1
2.85 tỷ; Đường Thạnh Xuân 43, Thạnh Xuân, Quận 12, HCM; 100 m²; 20 m; 5 m; --;0
5.9 tỷ; Đường Tỉnh lộ 420, Bình Yên, Thạch Thất, Hà Nội; 200 m²; 25 m; 8 m; --;0
5.9 tỷ; Đường Tỉnh lộ 420, Bình Yên, Thạch Thất, Hà Nội; 200 m²; 25 m; 8 m; --;0
2.65 tỷ; Đường Quốc Lộ 1A , Phường An Phú Đông, Quận 12, TPHCM; 62 m²; 16 m; 4 m; --;0
490 triệu; DT 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 170 m²; 35 m; 5 m; Nam;1
900 triệu; Đường Thới Hòa Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 80 m²; 10 m; 8 m; --;1
350 triệu; Đường Số 781, Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh; 450 m²; 15 m; 30 m; --;1
5.9 tỷ; Đường Tỉnh lộ 420, Xã Bình Yên, Huyện Thạch Thất, TP Hà Nội; 200 m²; 25 m; 8 m; --;0
1.35 tỷ; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
835 triệu; Đường 13, Phường Tân Định, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 8 m; --;0
1.05 tỷ; Đường 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 105 m²; 21 m; 5 m; --;0
920 triệu; Phường Tân Định, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
500 triệu; Thị trấn Định Quán, Huyện Định Quán, Đồng Nai; 2 m²; 50 m; 48 m; Đ.Nam;0
685 triệu; Đường DH704, Xã Minh Tân, Huyện Dầu Tiếng, Bình Dương; 1,143 m²; 127 m; 10 m; Tây;1
850 triệu; Đường Bồng Lai, Xã Đạ Ròn, Huyện Đơn Dương, Lâm Đồng; 150 m²; 30 m; 5 m; --;0
1.99 tỷ; Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận; 11,700 m²; --; --; Đông;1
300 triệu; Đường TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 120 m²; 20 m; 5 m; Bắc;1
110 triệu; Đường Quốc Lộ 22, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh; 150 m²; 5 m; 30 m; --;1
